date,clim_tmax,clim_tmin,clim_precip,clim_prain
2017-04-03,3.4632653061224485,-1.863265306122449,1.2571428571428571,0.40816326530612246
2017-04-04,3.644897959183673,-1.4775510204081634,1.4428571428571428,0.46938775510204084
2017-04-05,3.8734693877551023,-1.1408163265306122,1.4877551020408162,0.46938775510204084
2017-04-06,4.087755102040816,-0.9204081632653061,1.385714285714286,0.40816326530612246
2017-04-07,4.259183673469388,-1.0755102040816327,1.0530612244897959,0.3877551020408163
2017-04-08,4.593877551020408,-0.8795918367346939,0.7489795918367348,0.30612244897959184
2017-04-09,4.963265306122449,-0.4734693877551021,0.8183673469387756,0.3469387755102041
2017-04-10,5.295918367346939,-0.21224489795918372,0.8122448979591838,0.30612244897959184
2017-04-11,5.669387755102043,-0.11224489795918371,0.553061224489796,0.22448979591836735
2017-04-12,5.826530612244899,-0.12448979591836741,0.6755102040816326,0.22448979591836735
2017-04-13,6.122448979591838,0.17755102040816326,0.842857142857143,0.2857142857142857
2017-04-14,6.516326530612245,0.5612244897959183,0.9714285714285716,0.32653061224489793
2017-04-15,6.763265306122449,0.926530612244898,1.2591836734693878,0.3877551020408163
2017-04-16,6.918367346938775,0.9224489795918368,1.2326530612244897,0.3877551020408163
2017-04-17,7.136734693877551,0.8224489795918367,1.1693877551020408,0.42857142857142855
2017-04-18,7.463265306122449,0.8795918367346939,1.3959183673469389,0.4489795918367347
2017-04-19,7.983673469387754,1.189795918367347,1.4551020408163264,0.4489795918367347
2017-04-20,8.304081632653062,1.269387755102041,1.5040816326530613,0.46938775510204084
2017-04-21,8.50612244897959,1.3551020408163263,1.5367346938775512,0.4897959183673469
2017-04-22,8.855102040816327,1.2244897959183674,1.3387755102040815,0.46938775510204084
2017-04-23,9.075510204081633,1.3979591836734695,1.573469387755102,0.4897959183673469
2017-04-24,9.33673469387755,1.8816326530612242,1.9653061224489796,0.46938775510204084
2017-04-25,9.606122448979592,2.277551020408163,1.8387755102040815,0.4897959183673469
2017-04-26,9.706122448979592,2.4571428571428573,2.273469387755102,0.5510204081632653
2017-04-27,9.853061224489796,2.683673469387755,2.3020408163265307,0.5510204081632653
2017-04-28,9.916326530612244,2.9673469387755103,2.308163265306123,0.5102040816326531
2017-04-29,9.759183673469387,3.187755102040816,2.4489795918367347,0.5102040816326531
2017-04-30,9.871428571428572,3.1714285714285717,2.2081632653061223,0.4897959183673469
2017-05-01,9.757142857142858,3.0081632653061225,2.0571428571428574,0.4897959183673469
2017-05-02,9.708163265306123,2.895918367346939,2.0673469387755103,0.46938775510204084
2017-05-03,9.955102040816326,3.002040816326531,1.5142857142857142,0.42857142857142855
2017-05-04,10.161224489795918,3.1918367346938776,1.536734693877551,0.3877551020408163
2017-05-05,10.5265306122449,3.4428571428571426,1.7142857142857142,0.3877551020408163
2017-05-06,11.13877551020408,3.840816326530612,1.730612244897959,0.3673469387755102
2017-05-07,11.587755102040818,4.355102040816327,1.8102040816326532,0.3877551020408163
2017-05-08,12.240816326530613,5.040816326530612,1.5959183673469388,0.40816326530612246
2017-05-09,12.685714285714283,5.657142857142858,1.730612244897959,0.40816326530612246
2017-05-10,12.785714285714286,6.144897959183674,2.108163265306122,0.42857142857142855
2017-05-11,13.097959183673469,6.524489795918367,1.8959183673469389,0.42857142857142855
2017-05-12,13.140816326530613,6.779591836734694,1.9102040816326529,0.42857142857142855
2017-05-13,13.281632653061223,6.838775510204082,1.9061224489795916,0.46938775510204084
2017-05-14,13.485714285714284,7.204081632653061,1.9040816326530612,0.5102040816326531
2017-05-15,13.704081632653061,7.410204081632652,2.1244897959183673,0.5102040816326531
2017-05-16,14.026530612244898,7.6408163265306115,2.010204081632653,0.4897959183673469
2017-05-17,14.50204081632653,7.926530612244899,1.583673469387755,0.42857142857142855
2017-05-18,14.887755102040817,8.218367346938773,1.6755102040816325,0.42857142857142855
2017-05-19,15.561224489795917,8.579591836734693,1.6591836734693879,0.40816326530612246
2017-05-20,15.806122448979592,9.102040816326532,1.83265306122449,0.40816326530612246
2017-05-21,16.051020408163264,9.30408163265306,1.9183673469387754,0.3673469387755102
2017-05-22,16.19795918367347,9.4,1.6693877551020408,0.30612244897959184
2017-05-23,16.424489795918365,9.479591836734693,1.593877551020408,0.30612244897959184
2017-05-24,16.32857142857143,9.455102040816326,1.9367346938775505,0.3877551020408163
2017-05-25,16.13469387755102,9.426530612244898,2.110204081632653,0.40816326530612246
2017-05-26,15.763265306122449,9.426530612244898,2.0979591836734692,0.46938775510204084
2017-05-27,15.595918367346938,9.328571428571427,1.7142857142857142,0.4489795918367347
2017-05-28,15.608163265306121,9.320408163265308,1.5897959183673471,0.46938775510204084
2017-05-29,15.97755102040816,9.502040816326529,1.5244897959183674,0.4897959183673469
2017-05-30,16.055102040816326,9.783673469387754,1.4571428571428573,0.46938775510204084
2017-05-31,16.477551020408164,10.095918367346938,1.6571428571428573,0.4489795918367347
2017-06-01,17.00408163265306,10.485714285714288,1.4387755102040816,0.4489795918367347
2017-06-02,17.46734693877551,10.785714285714288,1.0938775510204082,0.3673469387755102
2017-06-03,17.810204081632655,10.926530612244898,1.0346938775510204,0.32653061224489793
2017-06-04,17.961224489795917,11.144897959183673,0.9693877551020408,0.2653061224489796
2017-06-05,17.76938775510204,11.208163265306123,1.1244897959183673,0.2857142857142857
2017-06-06,17.718367346938777,11.124489795918368,1.1183673469387754,0.2857142857142857
2017-06-07,17.716326530612246,11.13469387755102,0.7408163265306124,0.2653061224489796
2017-06-08,17.57551020408163,11.110204081632652,0.946938775510204,0.2653061224489796
2017-06-09,17.416326530612245,11.022448979591834,1.7020408163265308,0.32653061224489793
2017-06-10,17.461224489795917,11.036734693877552,2.2244897959183674,0.42857142857142855
2017-06-11,17.253061224489795,11.083673469387756,2.6265306122448977,0.4897959183673469
2017-06-12,17.089795918367347,11.014285714285712,2.5183673469387755,0.4897959183673469
2017-06-13,17.010204081632654,10.906122448979591,2.777551020408163,0.5306122448979592
2017-06-14,16.808163265306124,10.76938775510204,3.044897959183674,0.5510204081632653
2017-06-15,16.599999999999998,10.644897959183673,3.6816326530612247,0.6326530612244898
2017-06-16,16.616326530612245,10.710204081632652,3.712244897959184,0.6530612244897959
2017-06-17,16.37142857142857,10.69183673469388,3.5469387755102044,0.6530612244897959
2017-06-18,16.495918367346942,10.612244897959183,3.3734693877551023,0.6326530612244898
2017-06-19,16.687755102040814,10.7,3.3877551020408165,0.6530612244897959
2017-06-20,16.820408163265306,10.922448979591834,3.295918367346939,0.673469387755102
2017-06-21,17.053061224489795,11.2,3.6346938775510202,0.7142857142857143
2017-06-22,17.218367346938777,11.483673469387757,3.2673469387755105,0.6938775510204082
2017-06-23,17.465306122448983,11.675510204081633,2.7857142857142856,0.673469387755102
2017-06-24,17.959183673469386,12.016326530612247,2.704081632653061,0.6326530612244898
2017-06-25,18.283673469387757,12.27142857142857,2.8653061224489798,0.6122448979591837
2017-06-26,18.500000000000004,12.457142857142857,3.1306122448979594,0.6122448979591837
2017-06-27,18.7265306122449,12.708163265306123,3.338775510204082,0.6122448979591837
2017-06-28,18.98775510204082,13.014285714285716,2.657142857142857,0.5714285714285714
2017-06-29,19.518367346938774,13.193877551020408,2.1551020408163266,0.4897959183673469
2017-06-30,19.953061224489794,13.551020408163266,1.879591836734694,0.46938775510204084
2017-07-01,20.208163265306123,13.861224489795918,1.722448979591837,0.46938775510204084
2017-07-02,20.43673469387755,14.138775510204082,1.6551020408163264,0.46938775510204084
2017-07-03,20.742857142857144,14.426530612244898,1.3959183673469386,0.4489795918367347
2017-07-04,21.046938775510203,14.691836734693878,1.3571428571428572,0.42857142857142855
2017-07-05,21.293877551020405,14.869387755102043,1.9224489795918367,0.42857142857142855
2017-07-06,21.418367346938776,15.1,2.389795918367347,0.4489795918367347
2017-07-07,21.267346938775514,15.03673469387755,2.6551020408163266,0.46938775510204084
2017-07-08,21.351020408163272,15.06530612244898,2.7387755102040816,0.42857142857142855
2017-07-09,21.31428571428572,15.138775510204082,2.9714285714285706,0.46938775510204084
2017-07-10,21.367346938775512,15.208163265306121,3.1510204081632653,0.46938775510204084
2017-07-11,21.273469387755103,15.281632653061223,2.961224489795918,0.4897959183673469
2017-07-12,21.15510204081633,15.214285714285714,2.6204081632653065,0.46938775510204084
2017-07-13,20.808163265306124,15.140816326530611,3.357142857142857,0.5102040816326531
2017-07-14,20.81836734693878,15.142857142857142,3.606122448979592,0.46938775510204084
2017-07-15,20.718367346938777,15.112244897959187,3.6836734693877555,0.5510204081632653
2017-07-16,20.642857142857146,15.06326530612245,3.5183673469387755,0.5918367346938775
2017-07-17,20.589795918367347,14.942857142857143,3.3081632653061224,0.5918367346938775
2017-07-18,20.76530612244898,14.83673469387755,3.295918367346939,0.5918367346938775
2017-07-19,20.895918367346937,14.942857142857141,3.169387755102041,0.5918367346938775
2017-07-20,21.330612244897956,15.146938775510206,2.0673469387755103,0.5510204081632653
2017-07-21,21.304081632653062,15.346938775510203,1.7714285714285716,0.6326530612244898
2017-07-22,21.593877551020412,15.591836734693878,1.4591836734693882,0.5510204081632653
2017-07-23,22.167346938775513,15.959183673469388,1.3306122448979592,0.5102040816326531
2017-07-24,22.489795918367346,16.32857142857143,1.2326530612244897,0.4489795918367347
2017-07-25,22.763265306122452,16.602040816326532,1.504081632653061,0.46938775510204084
2017-07-26,23.067346938775515,16.72244897959184,2.1306122448979594,0.5306122448979592
2017-07-27,23.067346938775508,16.842857142857145,2.440816326530612,0.5714285714285714
2017-07-28,23.26530612244898,16.930612244897958,2.748979591836735,0.5714285714285714
2017-07-29,22.879591836734697,16.8265306122449,3.1265306122448977,0.6122448979591837
2017-07-30,22.420408163265307,16.489795918367346,3.0530612244897952,0.6122448979591837
2017-07-31,22.181632653061225,16.26122448979592,3.216326530612245,0.6530612244897959
2017-08-01,21.938775510204085,16.13061224489796,3.0367346938775506,0.6122448979591837
2017-08-02,21.628571428571426,16.01224489795918,2.3102040816326532,0.5714285714285714
2017-08-03,21.710204081632654,15.904081632653062,1.9979591836734696,0.5306122448979592
2017-08-04,21.979591836734695,15.918367346938776,1.769387755102041,0.5102040816326531
2017-08-05,22.332653061224484,16.214285714285715,1.6714285714285715,0.5306122448979592
2017-08-06,22.34489795918367,16.400000000000002,1.9183673469387754,0.5306122448979592
2017-08-07,22.075510204081628,16.39795918367347,2.1653061224489796,0.5714285714285714
2017-08-08,21.7204081632653,16.255102040816325,2.226530612244898,0.5714285714285714
2017-08-09,21.389795918367344,15.99183673469388,2.595918367346939,0.6122448979591837
2017-08-10,20.859183673469385,15.608163265306127,2.6204081632653056,0.5918367346938775
2017-08-11,20.253061224489795,15.267346938775509,3.116326530612245,0.5918367346938775
2017-08-12,19.975510204081633,14.816326530612244,3.1142857142857143,0.5510204081632653
2017-08-13,19.857142857142858,14.53673469387755,2.826530612244898,0.5306122448979592
2017-08-14,19.818367346938775,14.340816326530613,2.851020408163265,0.5102040816326531
2017-08-15,19.793877551020408,14.312244897959182,3.371428571428571,0.5306122448979592
2017-08-16,19.789795918367346,14.287755102040817,3.1795918367346934,0.4897959183673469
2017-08-17,19.820408163265302,14.271428571428572,3.312244897959184,0.5306122448979592
2017-08-18,19.775510204081634,14.077551020408166,2.646938775510204,0.5102040816326531
2017-08-19,19.5469387755102,13.942857142857143,2.648979591836735,0.5306122448979592
2017-08-20,19.430612244897958,13.879591836734694,3.020408163265306,0.5714285714285714
2017-08-21,19.29795918367347,13.744897959183671,3.1734693877551017,0.6122448979591837
2017-08-22,19.185714285714287,13.546938775510206,2.6714285714285717,0.5918367346938775
2017-08-23,19.15714285714286,13.512244897959187,2.8755102040816323,0.5918367346938775
2017-08-24,19.038775510204083,13.46938775510204,2.8142857142857145,0.5714285714285714
2017-08-25,18.959183673469386,13.59795918367347,3.330612244897959,0.5918367346938775
2017-08-26,18.661224489795917,13.40408163265306,3.2918367346938777,0.6122448979591837
2017-08-27,18.210204081632654,13.16734693877551,3.5142857142857147,0.5918367346938775
2017-08-28,17.89591836734694,12.961224489795919,3.312244897959184,0.5714285714285714
2017-08-29,17.583673469387758,12.783673469387757,3.324489795918367,0.5714285714285714
2017-08-30,17.09183673469388,12.424489795918367,3.1142857142857148,0.5714285714285714
2017-08-31,16.744897959183675,12.179591836734692,3.187755102040816,0.5918367346938775
2017-09-01,16.453061224489797,11.785714285714283,2.855102040816326,0.5306122448979592
2017-09-02,16.491836734693877,11.714285714285714,2.73265306122449,0.4897959183673469
2017-09-03,16.644897959183673,11.66734693877551,2.179591836734694,0.46938775510204084
2017-09-04,16.63877551020408,11.63877551020408,1.9714285714285713,0.42857142857142855
2017-09-05,16.708163265306123,11.524489795918367,1.793877551020408,0.40816326530612246
2017-09-06,16.855102040816327,11.516326530612243,1.7081632653061223,0.3877551020408163
2017-09-07,16.914285714285715,11.32448979591837,1.426530612244898,0.3673469387755102
2017-09-08,17.002040816326527,11.416326530612244,1.153061224489796,0.3673469387755102
2017-09-09,17.059183673469388,11.55918367346939,1.1653061224489796,0.3673469387755102
2017-09-10,17.04285714285714,11.6734693877551,1.279591836734694,0.3673469387755102
2017-09-11,17.006122448979593,11.72857142857143,1.4244897959183673,0.40816326530612246
2017-09-12,16.771428571428572,11.718367346938777,1.606122448979592,0.46938775510204084
2017-09-13,16.616326530612245,11.722448979591837,1.6795918367346938,0.5306122448979592
2017-09-14,16.400000000000002,11.789795918367346,1.893877551020408,0.5306122448979592
2017-09-15,16.132653061224488,11.724489795918368,2.3183673469387753,0.5918367346938775
2017-09-16,15.757142857142854,11.448979591836734,2.657142857142857,0.6326530612244898
2017-09-17,15.481632653061226,11.246938775510204,2.6591836734693874,0.6530612244897959
2017-09-18,15.208163265306121,11.046938775510203,3.0,0.6938775510204082
2017-09-19,14.932653061224489,10.761224489795918,3.0122448979591834,0.6938775510204082
2017-09-20,14.47142857142857,10.412244897959184,2.8877551020408165,0.6530612244897959
2017-09-21,14.006122448979593,10.0,3.3387755102040817,0.6938775510204082
2017-09-22,13.551020408163266,9.604081632653061,3.3081632653061224,0.6326530612244898
2017-09-23,13.16326530612245,9.238775510204082,2.8204081632653066,0.5510204081632653
2017-09-24,12.842857142857143,8.816326530612244,2.7551020408163267,0.5510204081632653
2017-09-25,12.673469387755102,8.591836734693878,2.355102040816327,0.46938775510204084
2017-09-26,12.440816326530616,8.43265306122449,2.3734693877551023,0.40816326530612246
2017-09-27,12.540816326530612,8.316326530612246,2.4489795918367347,0.3673469387755102
2017-09-28,12.538775510204081,8.146938775510202,1.8938775510204084,0.32653061224489793
2017-09-29,12.46530612244898,7.877551020408164,1.4510204081632652,0.32653061224489793
2017-09-30,12.483673469387757,7.8632653061224485,1.6428571428571428,0.3469387755102041
2017-10-01,12.44285714285714,7.887755102040816,1.4387755102040816,0.32653061224489793
2017-10-02,12.067346938775511,7.663265306122449,1.2040816326530612,0.32653061224489793
2017-10-03,11.810204081632651,7.4387755102040805,1.1653061224489796,0.3469387755102041
2017-10-04,11.4,7.1959183673469385,0.9673469387755104,0.32653061224489793
2017-10-05,11.044897959183672,7.030612244897959,1.0040816326530613,0.32653061224489793
2017-10-06,10.679591836734692,6.955102040816326,1.0653061224489797,0.3673469387755102
2017-10-07,10.255102040816327,6.671428571428571,1.1489795918367347,0.40816326530612246
2017-10-08,9.753061224489796,6.226530612244897,1.2408163265306122,0.3877551020408163
2017-10-09,9.487755102040817,5.848979591836735,1.2469387755102042,0.3877551020408163
2017-10-10,9.179591836734694,5.481632653061224,0.8999999999999999,0.3673469387755102
2017-10-11,8.73265306122449,5.012244897959183,0.9489795918367347,0.3877551020408163
2017-10-12,8.375510204081634,4.655102040816327,0.7959183673469388,0.3673469387755102
2017-10-13,8.114285714285714,4.3,0.7591836734693876,0.30612244897959184
2017-10-14,7.80204081632653,3.916326530612245,0.6387755102040817,0.2653061224489796
2017-10-15,7.5469387755102035,3.6693877551020404,1.114285714285714,0.2653061224489796
2017-10-16,7.4367346938775505,3.583673469387755,1.6408163265306124,0.30612244897959184
2017-10-17,7.393877551020407,3.687755102040816,1.7673469387755103,0.32653061224489793
2017-10-18,7.26326530612245,3.6265306122448977,1.9061224489795916,0.32653061224489793
2017-10-19,7.048979591836734,3.420408163265306,2.063265306122449,0.3469387755102041
2017-10-20,6.9857142857142875,3.255102040816327,2.185714285714286,0.3673469387755102
2017-10-21,6.922448979591838,3.375510204081633,2.222448979591837,0.40816326530612246
2017-10-22,6.920408163265305,3.461224489795918,1.8040816326530613,0.46938775510204084
2017-10-23,6.740816326530611,3.2918367346938777,1.4163265306122448,0.4489795918367347
2017-10-24,6.465306122448979,3.0734693877551025,1.3061224489795917,0.42857142857142855
2017-10-25,6.591836734693878,3.191836734693877,1.226530612244898,0.4897959183673469
2017-10-26,6.893877551020409,3.579591836734694,1.3653061224489793,0.5102040816326531
2017-10-27,6.883673469387754,3.6489795918367345,1.2448979591836735,0.5306122448979592
2017-10-28,6.840816326530612,3.516326530612245,1.079591836734694,0.5102040816326531
2017-10-29,6.781632653061224,3.473469387755102,1.0,0.42857142857142855
2017-10-30,6.938775510204081,3.7204081632653057,0.9571428571428571,0.40816326530612246
2017-10-31,7.195918367346939,3.9938775510204083,1.2999999999999998,0.4489795918367347
2017-11-01,7.2122448979591836,4.226530612244899,1.716326530612245,0.42857142857142855
2017-11-02,6.9714285714285715,3.9591836734693873,1.463265306122449,0.3673469387755102
2017-11-03,6.651020408163265,3.7510204081632654,1.6897959183673468,0.3673469387755102
2017-11-04,6.285714285714286,3.473469387755102,2.1061224489795918,0.42857142857142855
2017-11-05,5.891836734693877,3.1836734693877555,2.26734693877551,0.4897959183673469
2017-11-06,5.393877551020407,2.6163265306122447,2.5428571428571427,0.5306122448979592
2017-11-07,4.883673469387754,2.03265306122449,2.5775510204081633,0.5306122448979592
2017-11-08,4.499999999999999,1.514285714285714,2.063265306122449,0.5510204081632653
2017-11-09,4.259183673469387,1.330612244897959,2.1918367346938776,0.6122448979591837
2017-11-10,4.402040816326529,1.3428571428571427,2.036734693877551,0.6122448979591837
2017-11-11,4.483673469387756,1.3816326530612246,1.6918367346938776,0.5102040816326531
2017-11-12,4.555102040816326,1.2714285714285716,1.5081632653061225,0.4897959183673469
2017-11-13,4.681632653061225,1.4551020408163264,1.4489795918367347,0.5102040816326531
2017-11-14,4.706122448979592,1.6081632653061224,1.2,0.46938775510204084
2017-11-15,4.708163265306123,1.8000000000000003,1.6102040816326533,0.42857142857142855
2017-11-16,4.702040816326531,1.8489795918367349,1.7224489795918365,0.42857142857142855
2017-11-17,4.463265306122449,1.7775510204081635,1.9489795918367347,0.46938775510204084
2017-11-18,4.338775510204082,1.6,2.489795918367347,0.5918367346938775
2017-11-19,4.085714285714285,1.5285714285714287,2.5285714285714285,0.6122448979591837
2017-11-20,3.757142857142857,1.2489795918367348,2.1999999999999997,0.5306122448979592
2017-11-21,3.677551020408163,0.9877551020408164,2.3653061224489798,0.5918367346938775
2017-11-22,3.4857142857142858,0.5653061224489795,1.9551020408163267,0.5714285714285714
2017-11-23,3.157142857142857,0.173469387755102,1.7000000000000002,0.5714285714285714
2017-11-24,3.038775510204082,0.02244897959183681,1.8081632653061224,0.5306122448979592
2017-11-25,2.7571428571428576,-0.2551020408163265,1.2081632653061223,0.42857142857142855
2017-11-26,2.3551020408163263,-0.7877551020408162,1.1938775510204083,0.42857142857142855
2017-11-27,2.0081632653061225,-1.2775510204081633,1.4673469387755103,0.4897959183673469
2017-11-28,1.4918367346938775,-1.714285714285714,1.6489795918367347,0.4489795918367347
2017-11-29,1.0775510204081633,-2.1367346938775507,1.7408163265306122,0.46938775510204084
2017-11-30,0.8265306122448981,-2.4122448979591837,1.730612244897959,0.4489795918367347
2017-12-01,0.43265306122448977,-2.9306122448979592,1.530612244897959,0.4489795918367347
2017-12-02,0.353061224489796,-3.295918367346939,1.6816326530612247,0.5102040816326531
2017-12-03,0.7142857142857144,-3.044897959183673,2.1306122448979594,0.5714285714285714
2017-12-04,0.8081632653061228,-2.8346938775510204,1.969387755102041,0.5510204081632653
2017-12-05,0.9040816326530613,-2.795918367346939,1.7755102040816326,0.5510204081632653
2017-12-06,0.9653061224489797,-2.5183673469387755,1.9061224489795916,0.6122448979591837
2017-12-07,1.2020408163265306,-2.461224489795918,2.1959183673469385,0.673469387755102
2017-12-08,1.2734693877551022,-2.3387755102040817,2.1551020408163266,0.6938775510204082
2017-12-09,1.0877551020408165,-2.246938775510204,2.1653061224489796,0.6530612244897959
2017-12-10,0.8122448979591836,-2.522448979591837,1.930612244897959,0.5918367346938775
2017-12-11,0.5551020408163265,-2.722448979591837,2.0775510204081633,0.5918367346938775
2017-12-12,0.4346938775510204,-2.7653061224489797,1.9714285714285713,0.6530612244897959
2017-12-13,0.5040816326530612,-2.9081632653061225,1.8081632653061226,0.6122448979591837
2017-12-14,0.37346938775510197,-2.7816326530612248,1.916326530612245,0.5918367346938775
2017-12-15,0.3551020408163265,-2.761224489795918,2.1775510204081634,0.6122448979591837
2017-12-16,0.4061224489795919,-2.546938775510204,2.3979591836734695,0.6530612244897959
2017-12-17,0.4244897959183674,-2.3469387755102042,2.3346938775510204,0.6530612244897959
2017-12-18,0.5918367346938777,-2.0693877551020408,2.122448979591837,0.6122448979591837
2017-12-19,0.6204081632653061,-2.022448979591837,2.0,0.5306122448979592
2017-12-20,0.4183673469387754,-2.277551020408163,2.06734693877551,0.5306122448979592
2017-12-21,0.13877551020408158,-2.6142857142857148,2.0469387755102035,0.4897959183673469
2017-12-22,0.018367346938775363,-2.8897959183673474,1.9122448979591835,0.5306122448979592
2017-12-23,0.2040816326530612,-3.1142857142857143,2.0693877551020408,0.5102040816326531
2017-12-24,0.18979591836734688,-3.4285714285714293,1.9040816326530612,0.4897959183673469
2017-12-25,0.00612244897959191,-3.7428571428571424,2.083673469387755,0.5306122448979592
2017-12-26,-0.20204081632653065,-4.016326530612244,2.1816326530612247,0.5510204081632653
2017-12-27,-0.1428571428571428,-4.159183673469388,2.2612244897959184,0.5510204081632653
2017-12-28,0.17551020408163276,-3.808163265306122,2.004081632653061,0.5510204081632653
2017-12-29,0.06530612244897958,-3.7857142857142856,1.9122448979591835,0.46938775510204084
2017-12-30,-0.5918367346938777,-4.048979591836734,1.7142857142857142,0.4489795918367347
2017-12-31,-1.0020408163265304,-4.242857142857143,1.736734693877551,0.4897959183673469
2018-01-01,-0.9482142857142856,-4.403571428571429,2.0482142857142858,0.5357142857142857
2018-01-02,-1.5160714285714285,-5.169642857142857,1.8053571428571427,0.5178571428571429
2018-01-03,-2.398214285714286,-6.101785714285714,1.45,0.4642857142857143
2018-01-04,-3.1625000000000005,-7.060714285714286,1.8892857142857142,0.5
2018-01-05,-3.4464285714285716,-7.5857142857142845,1.9428571428571428,0.5178571428571429
2018-01-06,-3.2928571428571423,-7.564285714285714,1.8107142857142857,0.5357142857142857
2018-01-07,-3.292857142857143,-7.403571428571429,1.8625,0.5178571428571429
2018-01-08,-3.2660714285714283,-7.398214285714286,1.8232142857142857,0.5
2018-01-09,-3.0982142857142856,-7.110714285714287,2.2375,0.5178571428571429
2018-01-10,-2.642857142857143,-6.451785714285714,2.5589285714285714,0.5714285714285714
2018-01-11,-2.5375,-6.160714285714286,2.075,0.5357142857142857
2018-01-12,-2.7982142857142853,-6.219642857142857,1.8125,0.48214285714285715
2018-01-13,-3.2803571428571425,-6.844642857142857,1.8339285714285716,0.44642857142857145
2018-01-14,-3.4535714285714283,-7.325,1.692857142857143,0.4107142857142857
2018-01-15,-3.794642857142857,-7.569642857142857,1.5071428571428573,0.4107142857142857
2018-01-16,-3.8732142857142855,-7.746428571428571,1.2214285714285715,0.4107142857142857
2018-01-17,-4.275,-8.073214285714284,1.0392857142857144,0.39285714285714285
2018-01-18,-4.700000000000001,-8.505357142857143,0.9696428571428573,0.375
2018-01-19,-4.985714285714285,-8.753571428571428,0.9749999999999999,0.39285714285714285
2018-01-20,-4.928571428571429,-8.708928571428572,0.7821428571428573,0.375
2018-01-21,-5.0946428571428575,-8.719642857142857,0.775,0.375
2018-01-22,-4.946428571428571,-8.676785714285714,0.7785714285714287,0.3392857142857143
2018-01-23,-4.828571428571428,-8.496428571428572,0.7892857142857144,0.32142857142857145
2018-01-24,-4.6553571428571425,-8.44107142857143,0.7107142857142856,0.30357142857142855
2018-01-25,-4.219642857142857,-8.128571428571428,0.8321428571428571,0.3392857142857143
2018-01-26,-3.6875,-7.4785714285714295,0.9178571428571428,0.375
2018-01-27,-3.3410714285714285,-6.951785714285714,1.217857142857143,0.4107142857142857
2018-01-28,-2.9375,-6.433928571428572,1.3517857142857144,0.4107142857142857
2018-01-29,-2.814285714285714,-6.105357142857143,1.7982142857142855,0.4642857142857143
2018-01-30,-2.7464285714285714,-5.805357142857143,2.1160714285714284,0.5178571428571429
2018-01-31,-2.5303571428571425,-5.4,2.207142857142857,0.5535714285714286
2018-02-01,-2.4464285714285716,-5.183928571428571,2.117857142857143,0.5178571428571429
2018-02-02,-2.414285714285714,-5.446428571428571,2.1589285714285715,0.5178571428571429
2018-02-03,-2.346428571428571,-5.648214285714286,1.9446428571428573,0.5357142857142857
2018-02-04,-2.3428571428571425,-5.755357142857143,1.7571428571428573,0.5535714285714286
2018-02-05,-2.3107142857142855,-5.828571428571428,1.7571428571428573,0.5535714285714286
2018-02-06,-2.3107142857142855,-6.214285714285714,1.5232142857142859,0.5178571428571429
2018-02-07,-2.4785714285714286,-6.373214285714285,1.5571428571428572,0.5
2018-02-08,-2.5035714285714286,-6.471428571428571,1.6767857142857143,0.5357142857142857
2018-02-09,-2.5892857142857144,-6.2124999999999995,1.8517857142857144,0.5535714285714286
2018-02-10,-2.6928571428571426,-6.128571428571429,1.7874999999999999,0.5357142857142857
2018-02-11,-2.8107142857142855,-6.15,1.9250000000000003,0.5178571428571429
2018-02-12,-2.971428571428571,-6.460714285714286,1.4375,0.44642857142857145
2018-02-13,-3.1553571428571425,-6.539285714285714,1.3375000000000001,0.4107142857142857
2018-02-14,-3.066071428571429,-6.5375000000000005,1.2357142857142858,0.42857142857142855
2018-02-15,-3.1410714285714287,-6.644642857142856,1.1589285714285715,0.42857142857142855
2018-02-16,-3.192857142857143,-6.825000000000001,1.1589285714285715,0.44642857142857145
2018-02-17,-3.4232142857142853,-6.989285714285714,1.3482142857142858,0.48214285714285715
2018-02-18,-3.6178571428571424,-7.271428571428571,1.5642857142857143,0.5178571428571429
2018-02-19,-3.474999999999999,-7.210714285714286,1.9107142857142858,0.6071428571428571
2018-02-20,-3.1910714285714286,-6.7892857142857155,2.1303571428571426,0.6607142857142857
2018-02-21,-3.1678571428571423,-6.753571428571429,2.1125,0.5892857142857143
2018-02-22,-2.9285714285714284,-6.735714285714286,2.019642857142857,0.5535714285714286
2018-02-23,-2.6214285714285714,-6.5375000000000005,1.8017857142857143,0.5535714285714286
2018-02-24,-2.1214285714285714,-6.208928571428571,1.5089285714285714,0.48214285714285715
2018-02-25,-1.532142857142857,-5.496428571428571,1.4053571428571427,0.48214285714285715
2018-02-26,-1.144642857142857,-4.969642857142857,1.2910714285714284,0.44642857142857145
2018-02-27,-0.8571428571428571,-4.792857142857143,1.1321428571428573,0.44642857142857145
2018-02-28,-0.4928571428571429,-4.357142857142857,1.3803571428571428,0.5357142857142857
2018-03-01,-0.3017857142857144,-4.044642857142857,1.4482142857142857,0.5535714285714286
2018-03-02,-0.1785714285714286,-3.9785714285714286,1.3321428571428573,0.4642857142857143
2018-03-03,-0.1821428571428572,-4.041071428571429,1.4089285714285715,0.4642857142857143
2018-03-04,-0.3803571428571428,-4.4125,1.1321428571428573,0.39285714285714285
2018-03-05,-0.34642857142857136,-4.498214285714286,1.0678571428571428,0.39285714285714285
2018-03-06,-0.2964285714285713,-4.426785714285714,0.8857142857142856,0.3392857142857143
